"distrito","codigo_sie","unidad_educativa","x","y","estado","nivel_educativo","luz_electrica","agua_potable","alcantarillado","pozo_septico","baños","lava_manos","internet","laboratorios","sala_computacion","turno","nombre_mañana","nombre_tarde","nombre_noche","pob","pob_mañana","pob_tarde","pob_noche"
"D-2","40730066","LIBERTADOR SIMON BOLIVAR","588213.5767","8172984.1576","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","LIBERTADOR SIMON BOLIVAR","NA","NA","1269","1269","NA","NA"
"D-2","40730067","SIMON BOLIVAR TARDE","588213.5767","8172984.1576","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","SIMON BOLIVAR TARDE","NA","865","NA","865","NA"
"D-2","40730069","VILLA EL CARMEN MAÑANA","587391.833674","8171974.82819","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","VILLA EL CARMEN MAÑANA","NA","NA","447","447","NA","NA"
"D-2","40730070","VILLA EL CARMEN TARDE","587391.833674","8171974.82819","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","VILLA EL CARMEN TARDE","NA","250","NA","250","NA"
"D-2","40730071","UNION BOLIVARIANA","586848.80518","8171523.97286","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","UNION BOLIVARIANA","NA","NA","897","897","NA","NA"
"D-2","40730068","BOLIVAR MUNICIPAL","586554.816334","8171448.49583","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","BOLIVAR MUNICIPAL","NA","NA","1013","1013","NA","NA"
"D-2","40730072","PUERTO DE ROSARIO TARDE","586286.737014","8170741.07888","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","PUERTO DE ROSARIO TARDE","NA","1185","NA","1185","NA"
"D-2","40730073","PUERTO DE ROSARIO MAÑANA","586286.737014","8170741.07888","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","PUERTO DE ROSARIO MAÑANA","NA","NA","976","976","NA","NA"
"D-2","40730370","PUERTO DE ROSARIO NOCHE","586286.737014","8170741.07888","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Noche","NA","NA","PUERTO DE ROSARIO NOCHE","92","NA","NA","92"
"D-2","40730074","HORIZONTES A","586980.423722","8171059.66783","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","HORIZONTES A","NA","545","NA","545","NA"
"D-2","40730567","HORIZONTES B","586980.423722","8171059.66783","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","HORIZONTES B","NA","NA","478","478","NA","NA"
"D-2","40730075","VILLA VICTORIA A","587401.322244","8170627.00458","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","VILLA VICTORIA A","NA","NA","642","642","NA","NA"
"D-2","40730560","VILLA VICTORIA B","587401.322244","8170627.00458","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","VILLA VICTORIA B","NA","356","NA","356","NA"
"D-2","40730363","DR. ANICETO ARCE A","588025.719153","8172610.11107","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","DR. ANICETO ARCE A","NA","NA","471","471","NA","NA"
"D-2","40730592","DR. ANICETO ARCE B","588025.719153","8172610.11107","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","DR. ANICETO ARCE B","NA","297","NA","297","NA"
"D-2","40730034","JOSE MANUEL PANDO MAÑANA","587052.490349","8168263.73868","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","JOSE MANUEL PANDO MAÑANA","NA","NA","469","469","NA","NA"
"D-2","40730550","JOSE MANUEL PANDO TARDE","587052.490349","8168263.73868","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","JOSE MANUEL PANDO TARDE","NA","368","NA","368","NA"
"D-2","40730060","REPUBLICA DE FRANCIA MAÑANA","585830.470183","8170062.41127","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","REPUBLICA DE FRANCIA MAÑANA","NA","NA","1148","1148","NA","NA"
"D-2","40730061","REPUBLICA DE FRANCIA TARDE","585830.470183","8170062.41127","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","REPUBLICA DE FRANCIA TARDE","NA","968","NA","968","NA"
"D-2","40730082","SENKATA CONVIFACG MAÑANA","586056.521719","8168383.07346","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","SENKATA CONVIFACG MAÑANA","NA","NA","741","741","NA","NA"
"D-2","40730083","SENKATA CONVIFACG TARDE","586056.521719","8168383.07346","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","SENKATA CONVIFACG TARDE","NA","620","NA","620","NA"
"D-2","40730669","6 DE JUNIO C TARDE","584572.754193","8169464.28837","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","6 DE JUNIO C TARDE","NA","596","NA","596","NA"
"D-2","40730085","6 DE JUNIO C MAÑANA","584572.754193","8169464.28837","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","6 DE JUNIO C MAÑANA","NA","NA","485","485","NA","NA"
"D-2","40730091","GRAN PODER A","586000.248055","8169084.86443","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","GRAN PODER A","NA","440","NA","440","NA"
"D-2","40730620","GRAN PODER B","586000.248055","8169084.86443","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","GRAN PODER B","NA","NA","355","355","NA","NA"
"D-2","40730255","LAS DELICIAS A","585606.142047","8169641.44543","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","LAS DELICIAS A","NA","NA","650","650","NA","NA"
"D-2","40730563","LAS DELICIAS B","585606.142047","8169641.44543","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","LAS DELICIAS B","NA","484","NA","484","NA"
"D-2","40730479","ASCINALSS","585566.298817","8168024.82356","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","ASCINALSS","NA","NA","635","635","NA","NA"
"D-2","40730372","ANTAWARA SUECIA","585831.399868","8169380.21357","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","ANTAWARA SUECIA","NA","NA","468","468","NA","NA"
"D-2","40730521","REPUBLICA DE CHILE","585831.399868","8169380.21357","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Tarde","NA","REPUBLICA DE CHILE","NA","359","NA","359","NA"
"D-2","40730609","PILOTO INTERVIDA DE FE Y ALEGRIA","587785.1007","8170464.1457","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","PILOTO INTERVIDA DE FE Y ALEGRIA","NA","NA","645","645","NA","NA"
"D-3","40730084","NOEL KEMPF MERCADO","587146.255749","8172899.871","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","NOEL KEMPF MERCADO","NA","NA","496","496","NA","NA"
"D-3","40730100","LUIS ESPINAL CAMPS AEROPUERTO MAÑANA","585571.875758","8173615.46742","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","LUIS ESPINAL CAMPS AEROPUERTO TARDE","NA","NA","430","430","NA","NA"
"D-3","40730101","LUIS ESPINAL CAMPS AEROPUERTO TARDE","585571.875758","8173615.46742","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","LUIS ESPINAL CAMPS AEROPUERTO TARDE","NA","482","NA","482","NA"
"D-3","40730112","SAN PEDRO DE CHARAPAQUI","586975.756794","8173603.57768","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SAN PEDRO DE CHARAPAQUI","NA","NA","361","361","NA","NA"
"D-3","40730124","ALTO DE LA ALIANZA MAÑANA","586525.393243","8173124.7078","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","ALTO DE LA ALIANZA MAÑANA","NA","NA","463","463","NA","NA"
"D-3","40730125","ALTO DE LA ALIANZA TARDE","586525.393243","8173124.7078","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","ALTO DE LA ALIANZA TARDE","NA","465","NA","465","NA"
"D-3","40730126","MARCELO QUIROGA SANTA CRUZ MAÑANA","587686.327231","8173470.60549","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","MARCELO QUIROGA SANTA CRUZ MAÑANA","NA","NA","345","345","NA","NA"
"D-3","40730127","MARCELO QUIROGA SANTA CRUZ TARDE","587686.327231","8173470.60549","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","MARCELO QUIROGA SANTA CRUZ TARDE","NA","241","NA","241","NA"
"D-3","40730129","SAN JUAN MAÑANA","585662.311909","8173186.57279","Regular","I-P","Sí","Sí","Sí","No","No","No","No","No","No","Mañana","SAN JUAN MAÑANA","NA","NA","552","552","NA","NA"
"D-3","40730130","SAN JUAN TARDE","585662.311909","8173186.57279","Regular","S","Sí","Sí","Sí","No","No","No","No","No","No","Tarde","NA","SAN JUAN TARDE","NA","295","NA","295","NA"
"D-3","40730138","PACAJES ACHIRI","585907.87095","8173301.63842","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","No","Mañana","PACAJES ACHIRI","NA","NA","272","272","NA","NA"
"D-3","40730262","LA PRIMERA FE Y ALEGRIA","587304.797166","8173469.44299","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","LA PRIMERA FE Y ALEGRIA","NA","NA","909","909","NA","NA"
"D-3","40730111","SAN LUIS DE GONZAGA A","585810.967441","8172416.87821","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","SAN LUIS DE GONZAGA A","NA","NA","378","378","NA","NA"
"D-3","40730113","LA PAZ MAÑANA","585398.808655","8172352.44369","Bueno","I-P","Sí","Sí","Sí","No","No","No","No","Sí","Sí","Mañana","LA PAZ MAÑANA","NA","NA","650","650","NA","NA"
"D-3","40730114","LA PAZ TARDE","585398.808655","8172352.44369","Bueno","S","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Tarde","NA","LA PAZ TARDE","NA","457","NA","457","NA"
"D-3","40730131","CARLOS PALENQUE AVILÉS DOLORES F","586692.677557","8172649.77639","Regular","I-P","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","CARLOS PALENQUE AVILÉS DOLORES F","NA","NA","584","584","NA","NA"
"D-3","40730132","TCNL. RAFAEL PABON","586692.677557","8172649.77639","Regular","S","Sí","Sí","Sí","No","No","No","No","No","No","Tarde","NA","TCNL. RAFAEL PABON","NA","332","NA","332","NA"
"D-3","40730133","ADELA ZAMUDIO B","586124.303599","8172582.14332","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","ADELA ZAMUDIO B","NA","405","NA","405","NA"
"D-3","40730562","ADELA ZAMUDIO A","586124.303599","8172582.14332","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","ADELA ZAMUDIO A","NA","NA","380","380","NA","NA"
"D-3","40730137","REPUBLICA DE CUBA","586731.213153","8172439.67249","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","REPUBLICA DE CUBA","NA","282","NA","282","NA"
"D-3","40730314","REPUBLICA DE CUBA PACAJES","586731.213153","8172439.67249","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","REPUBLICA DE CUBA PACAJES","NA","NA","223","223","NA","NA"
"D-3","40730139","CALAMA MAÑANA","586127.583815","8172137.07756","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","CALAMA MAÑANA","NA","NA","1000","1000","NA","NA"
"D-3","40730140","CALAMA TARDE","586127.583815","8172137.07756","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","CALAMA TARDE","NA","766","NA","766","NA"
"D-3","40730102","JESUS OBRERO MAÑANA","585317.481385","8171924.30778","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","JESUS OBRERO MAÑANA","NA","NA","1209","1209","NA","NA"
"D-3","40730103","JESUS OBRERO TARDE","585317.481385","8171924.30778","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","JESUS OBRERO TARDE","NA","787","NA","787","NA"
"D-3","40730365","SAN JERONIMO NOCHE","585317.481385","8171924.30778","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Noche","NA","NA","SAN JERONIMO NOCHE","174","NA","NA","174"
"D-3","40730104","1RO. DE MAYO MAÑANA","585340.188467","8171522.55851","Bueno","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","1RO. DE MAYO MAÑANA","NA","NA","856","856","NA","NA"
"D-3","40730105","1RO. DE MAYO TARDE","585340.188467","8171522.55851","Bueno","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","1RO. DE MAYO TARDE","NA","731","NA","731","NA"
"D-3","40730338","AYACUCHO TARDE","584371.065604","8172032.36949","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","AYACUCHO TARDE","NA","359","NA","359","NA"
"D-3","40730108","AYACUCHO MAÑANA","584371.065604","8172032.36949","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","AYACUCHO MAÑANA","NA","NA","648","648","NA","NA"
"D-3","40730135","JULIAN APAZA MAÑANA","585392.143015","8171969.16934","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","JULIAN APAZA MAÑANA","NA","NA","411","411","NA","NA"
"D-3","40730136","JULIAN APAZA TARDE","585392.143015","8171969.16934","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","JULIAN APAZA TARDE","NA","337","NA","337","NA"
"D-3","40730535","JESUS OBRERO VILLA ESTHER","585317.481385","8171924.30778","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","JESUS OBRERO VILLA ESTHER","NA","NA","786","786","NA","NA"
"D-3","40730147","PRIMAVERA A","585927.123705","8171479.28549","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","PRIMAVERA A","NA","NA","487","487","NA","NA"
"D-3","40730590","PRIMAVERA B","585927.123705","8171479.28549","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","PRIMAVERA B","NA","272","NA","272","NA"
"D-3","40730115","AMIG CHACO","584949.726826","8172920.01122","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","AMIG CHACO","NA","NA","418","418","NA","NA"
"D-3","40730116","MARTIN CARDENAS HERMOSA B","584434.467417","8173046.49419","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Tarde","NA","MARTIN CARDENAS HERMOSA B","NA","1108","NA","1108","NA"
"D-3","40730117","MARTIN CARDENAS HERMOSA C","584434.467417","8173046.49419","Regular","P","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","No","Mañana","MARTIN CARDENAS HERMOSA C","NA","NA","1035","1035","NA","NA"
"D-3","40730118","MARTIN CARDENAS HERMOSA A","584434.467417","8173046.49419","Regular","I","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","MARTIN CARDENAS HERMOSA A","NA","273","NA","273","NA"
"D-3","40730119","MARTIN CARDENAS HERMOSA D","584434.467417","8173046.49419","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Noche","NA","NA","MARTIN CARDENAS HERMOSA D","225","NA","NA","225"
"D-3","40730120","CUERPO DE CRISTO FE Y ALEGRIA A","583510.985875","8173264.14811","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","CUERPO DE CRISTO FE Y ALEGRIA A","NA","NA","737","737","NA","NA"
"D-3","40730614","CUERPO DE CRISTO FE Y ALEGRIA B","583510.985875","8173264.14811","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","CUERPO DE CRISTO FE Y ALEGRIA B","NA","557","557","NA","NA"
"D-3","40730123","VILLA ALEMANIA","584644.673533","8173745.56434","Regular","I-P-S","Sí","Sí","Sí","No","No","No","No","No","No","Mañana","VILLA ALEMANIA","NA","NA","1286","1286","NA","NA"
"D-3","40730466","BOLIVIANO ALEMAN BICHITO DE LUZ","585312.361718","8173161.75624","Regular","I","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","BOLIVIANO ALEMAN BICHITO DE LUZ","NA","NA","179","179","NA","NA"
"D-3","40730467","BOLIVIANO ALEMÁN 16 DE FEBRERO","585312.361718","8173161.75624","Regular","P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","BOLIVIANO ALEMÁN 16 DE FEBRERO","NA","NA","826","826","NA","NA"
"D-3","40730394","VILLA ADELA YUNGUYO","583606.952245","8173746.45238","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","VILLA ADELA YUNGUYO","NA","NA","767","767","NA","NA"
"D-3","40730428","EL PARAISO A","583737.882868","8172875.7922","Bueno","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","EL PARAISO A","NA","NA","661","661","NA","NA"
"D-3","40730559","EL PARAISO B","583737.882868","8172875.7922","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","EL PARAISO B","NA","518","NA","518","NA"
"D-3","40730432","CANDELARIA","584175.528552","8172275.85169","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","CANDELARIA","NA","NA","606","606","NA","NA"
"D-3","40730444","JESUS DE BELEN","583140.4251","8173471.93142","Regular","I-P-S","Sí","Sí","Sí","No","No","No","Sí","No","Sí","Mañana","JESUS DE BELEN","NA","NA","423","423","NA","NA"
"D-3","40730092","AMOR DE DIOS","584518.213775","8171231.17765","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","AMOR DE DIOS","NA","NA","1212","1212","NA","NA"
"D-3","40730106","ILLIMANI MAÑANA","584445.881669","8170811.92714","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","ILLIMANI MAÑANA","NA","NA","1040","1040","NA","NA"
"D-3","40730107","ILLIMANI TARDE","584445.881669","8170811.92714","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","ILLIMANI TARDE","NA","804","NA","804","NA"
"D-3","40730109","SAN LUIS MAÑANA","585265.171626","8171043.15946","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SAN LUIS MAÑANA","NA","NA","641","641","NA","NA"
"D-3","40730110","SAN LUIS TARDE","585265.171626","8171043.15946","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","SAN LUIS TARDE","NA","468","NA","468","NA"
"D-3","40730128","HOLANDA MAÑANA","583880.413147","8170768.60048","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","HOLANDA MAÑANA","NA","NA","610","610","NA","NA"
"D-3","40730529","HOLANDA TARDE","583880.413147","8170768.60048","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","HOLANDA TARDE","NA","431","NA","431","NA"
"D-3","40730141","GRAL. JUAN JOSE TORREZ GONZALES","588627.283083","8178793.67534","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","GRAL. JUAN JOSE TORREZ GONZALES","NA","NA","702","702","NA","NA"
"D-3","40730259","VILLA SAJAMA A","583623.785978","8170258.67896","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","VILLA SAJAMA A","NA","NA","669","669","NA","NA"
"D-3","40730538","VILLA SAJAMA B","583623.785978","8170258.67896","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","VILLA SAJAMA B","NA","462","NA","462","NA"
"D-3","40730273","7 DE SEPTIEMBRE","584935.908351","8170476.3977","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","7 DE SEPTIEMBRE","NA","NA","751","751","NA","NA"
"D-3","40730420","LAS ROSAS","582718.064323","8171120.62076","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","LAS ROSAS","NA","NA","461","NA","461","NA"
"D-3","40730421","NATIVIDAD A","583278.502052","8171215.69493","Regular","I-P","Sí","Sí","Sí","Sí","No","No","No","Sí","No","Tarde","NA","NATIVIDAD A","NA","423","NA","423","NA"
"D-3","40730618","NATIVIDAD B","583278.502052","8171215.69493","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","NATIVIDAD B","NA","NA","313","313","NA","NA"
"D-3","40730301","3 DE MAYO A","583974.631078","8170354.27086","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","3 DE MAYO A","NA","NA","662","NA","662","NA"
"D-3","40730552","3 DE MAYO B","583974.631078","8170354.27086","Regular","S","Sí","Sí","Sí","No","No","No","No","Sí","No","Tarde","NA","3 DE MAYO B","NA","485","485","NA","NA"
"D-3","40730094","LUIS ESPINAL DE COLLPANI","589034.652467","8177849.73856","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","LUIS ESPINAL DE COLLPANI","NA","NA","832","832","NA","NA"
"D-3","40730095","LUIS ESPINAL TARDE DE COLLPANI","589034.652467","8177849.73856","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","LUIS ESPINAL TARDE DE COLLPANI","NA","NA","797","797","NA","NA"
"D-3","40730097","JUAN PABLO II A","581985.020812","8172043.34003","Regular","I-P","Sí","Sí","Sí","Sí","No","No","No","No","No","Tarde","NA","JUAN PABLO II A","NA","562","NA","562","NA"
"D-3","40730543","JUAN PABLO II B","581985.020812","8172043.34003","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","JUAN PABLO II B","NA","NA","441","441","NA","NA"
"D-3","40730098","NESTOR PAZ ZAMORA TARDE","581880.283751","8170819.57772","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","NESTOR PAZ ZAMORA TARDE","NA","708","NA","708","NA"
"D-3","40730099","NESTOR PAZ ZAMORA MAÑANA","581880.283751","8170819.57772","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","NESTOR PAZ ZAMORA MAÑANA","NA","NA","652","652","NA","NA"
"D-3","40730121","COSMOS 79 MAÑANA","583550.725651","8172113.49364","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","COSMOS 79 MAÑANA","NA","NA","676","676","NA","NA"
"D-3","40730122","COSMOS 79 TARDE","583550.725651","8172113.49364","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","COSMOS 79 TARDE","NA","791","NA","791","NA"
"D-3","40730134","6 DE JUNIO DE COSMOS 79","582844.795888","8171703.94782","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","6 DE JUNIO DE COSMOS 79","6 DE JUNIO DE COSMOS 79","NA","427","427","371","NA"
"D-3","40730260","FERNANDO BRAVO FE Y ALEGRIA","581724.750053","8171176.77231","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","FERNANDO BRAVO FE Y ALEGRIA","NA","NA","1150","1150","NA","NA"
"D-3","40730419","MARCELINA","583711.378631","8171729.66669","Bueno","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","MARCELINA","NA","NA","638","638","NA","NA"
"D-3","40730458","HNA. MARIA TERESA LAJUSTICIA","582625.237951","8172170.1945","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","No","Mañana","HNA. MARIA TERESA LAJUSTICIA","NA","NA","797","797","NA","NA"
"D-3","40730518","PABLO NERUDA","581878.207539","8172435.94148","Bueno","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","PABLO NERUDA","NA","NA","534","534","NA","NA"
"D-4","40730149","JUAN CARLOS FLORES BEDREGAL MAÑANA","583311.633348","8175426.59875","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","No","Mañana","JUAN CARLOS FLORES BEDREGAL MAÑANA","NA","NA","1044","1044","NA","NA"
"D-4","40730150","JUAN CARLOS FLORES BEDREGAL","583311.633348","8175426.59875","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","No","Mañana","JUAN CARLOS FLORES BEDREGAL","NA","NA","810","810","NA","NA"
"D-4","40730164","BRASIL MAÑANA","584353.434241","8176588.69681","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","BRASIL MAÑANA","NA","NA","1108","1108","NA","NA"
"D-4","40730165","BRASIL TARDE","584353.434241","8176588.69681","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Tarde","NA","BRASIL TARDE","NA","810","NA","810","NA"
"D-4","40730157","WALTER ALPIRE DURAN A","583951.05393","8176109.24847","Malo","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","WALTER ALPIRE DURAN A","NA","NA","1130","1130","NA","NA"
"D-4","40730156","ROBERTO ALVARADO DAZA A","583951.05393","8176109.24847","Malo","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Tarde","NA","ROBERTO ALVARADO DAZA A","NA","563","NA","563","NA"
"D-4","40730155","ROBERTO ALVARADO DAZA B","583951.05393","8176109.24847","Malo","S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Tarde","NA","ROBERTO ALVARADO DAZA B","NA","397","NA","397","NA"
"D-4","40730154","RIO SECO NOCHE","583951.05393","8176109.24847","Malo","P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Noche","NA","NA","RIO SECO NOCHE","307","NA","NA","307"
"D-4","40730158","WALTER ALPIRE DURAN B","583636.684373","8175934.89993","Malo","S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","WALTER ALPIRE DURAN B","NA","NA","971","971","NA","NA"
"D-4","40730170","VILLA TUNARI MAÑANA","585685.193121","8175771.70352","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Mañana","VILLA TUNARI MAÑANA","NA","NA","1006","1006","NA","NA"
"D-4","40730169","VILLA TUNARI TARDE","585685.193121","8175771.70352","Regular","S","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","Tarde","NA","VILLA TUNARI TARDE","NA","661","NA","661","NA"
"D-4","40730239","ANTOFAGASTA","585685.193121","8175771.70352","Regular","P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Noche","NA","NA","ANTOFAGASTA","169","NA","NA","169"
