"distrito","codigo_sie","unidad_educativa","x","y","estado","nivel_educativo","luz_electrica","agua_potable","alcantarillado","pozo_septico","baños","lava_manos","internet","laboratorios","sala_computacion","turno","nombre_mañana","nombre_tarde","nombre_noche","pob","pob_mañana","pob_tarde","pob_noche"
"D-6","40730251","GRAN BRETAÑA TARDE","586656.94277","8176313.52624","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","GRAN BRETAÑA TARDE","NA","741","NA","741","NA"
"D-6","40730242","ELIZARDO PEREZ TARDE","586505.618973","8176927.00581","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","ELIZARDO PEREZ TARDE","NA","1025","NA","1025","NA"
"D-6","40730243","ELIZARDO PEREZ MAÑANA","586505.618973","8176927.00581","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","ELIZARDO PEREZ MAÑANA","NA","NA","1396","1396","NA","NA"
"D-6","40730644","VIRGEN NIÑA-EPDB","586852.84","8176566.743","Regular","I-P","Sí","Sí","No","No","Sí","Sí","No","No","No","Mañana","VIRGEN NIÑA-EPDB","NA","NA","85","85","NA","NA"
"D-7","40730200","U.E.  REPUBLICA DE BOLIVIA","579736.973925","8177677.95453","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","U.E.  REPUBLICA DE BOLIVIA","U.E.  REPUBLICA DE BOLIVIA","NA","862","862","720","NA"
"D-7","40730203","U.E.  SAN ROQUE","577993.161389","8178289.37277","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","U.E.  SAN ROQUE","NA","NA","1561","1561","NA","NA"
"D-7","40730312","U.E. REPUBLICA DE RUSIA","577993.161389","8178289.37277","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","REPUBLICA DE RUSIA","NA","1314","NA","1314","NA"
"D-7","40730346","U.E. 16 DE AGOSTO","577292.050361","8177546.55149","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. 16 DE AGOSTO","U.E. 16 DE AGOSTO","NA","886","886","NA","NA"
"D-7","40730403","U.E.  21 DE SEPTIEMBRE","579253.920701","8176992.95708","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","Sí","No","Sí","Mañana","U.E.  21 DE SEPTIEMBRE","U.E.  21 DE SEPTIEMBRE","NA","634","634","503","NA"
"D-7","40730459","U.E. EL PROGRESO A","579768.532854","8178025.96681","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","U.E. EL PROGRESO A","NA","779","NA","779","NA"
"D-7","40730624","U.E. EL PROGRESO B","579768.532854","8178025.96681","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. EL PROGRESO B","NA","NA","562","562","NA","NA"
"D-7","40730465","ARCO IRIS NORTE A","577431.704594","8179460.39624","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","ARCO IRIS NORTE A","NA","780","NA","780","NA"
"D-7","40730671","U.E. ARCO IRIS NORTE B","577431.704594","8179460.39624","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. ARCO IRIS NORTE B","NA","NA","452","452","NA","NA"
"D-7","40730478","U.E. COMANDANTE HUGO RAFAEL CHAVEZ FRIAS","578101.5274","8176990.1791","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","U.E. COMANDANTE HUGO RAFAEL CHAVEZ FRIAS","NA","NA","601","601","NA","NA"
"D-7","40730482","U.E.  3 DE MARZO","577353.560758","8177325.05071","Regular","I-P-S","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Mañana","U.E.  3 DE MARZO","NA","NA","551","551","NA","NA"
"D-7","40730510","U.E. NUEVO AMANECER BOLIVIANO","580472.061095","8177944.87443","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. NUEVO AMANECER BOLIVIANO","NA","NA","440","440","NA","NA"
"D-7","40730513","U.E. ERNESTO CHE GUEVARA DISTRITAL","577053.316595","8177760.19771","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. ERNESTO CHE GUEVARA DISTRITAL","NA","NA","342","342","NA","NA"
"D-7","40730539","JAIME ESCALANTE GUTIERREZ","580080.460152","8177229.95764","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","Sí","Mañana","U.E. JAIME ESCALANTE","NA","NA","285","285","NA","NA"
"D-7","40730551","U.E.  ANA MARIA ROMERO DE CAMPERO","576132.98382","8179655.04357","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","Sí","Mañana","U.E.  ANA MARIA ROMERO DE CAMPERO","NA","NA","436","436","NA","NA"
"D-7","40730569","U.E. PARAISO","579893.253634","8179014.79455","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. PARAISO","NA","NA","227","227","NA","NA"
"D-7","40730570","17 DE OCTUBRE","577167.7274","8177084.3791","Regular","I-P","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","U.E. 17 DE OCTUBRE","NA","NA","85","85","NA","NA"
"D-7","40730607","U.E. PLAYA VERDE","576420.146","8179092.0409","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","NA","Mañana","U.E. PLAYA VERDE","NA","NA","221","221","NA","NA"
"D-7","40730605","U.E. SAN JULIAN DE LAS NIEVES","580166.8416","8180028.9345","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. SAN JULIAN DE LAS NIEVES","NA","NA","269","269","NA","NA"
"D-7","40730610","U.E. SAN FRANCISCO","577025.7274","8178607.6791","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. SAN FRANCISCO","NA","NA","132","132","NA","NA"
"D-7","40730611","U.E. HEROINAS BARTOLINA SISA","579174.5977","8180107.7998","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. HEROINAS BARTOLINA SISA","NA","NA","282","282","NA","NA"
"D-7","40730463","U.E. SIMON BOLIVAR","579847.409602","8178454.7897","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. SIMON BOLIVAR","NA","NA","830","830","NA","NA"
"D-7","40730504","U.E. HEROES DE OCTUBRE","580516.123632","8179797.98547","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. HEROES DE OCTUBRE","NA","NA","954","954","NA","NA"
"D-7","40730507","U.E. FUERZA AEREA ARGENTINA","579687.433217","8175938.11067","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. FUERZA AEREA ARGENTINA","NA","NA","434","434","NA","NA"
"D-7","40730568","U.E. NUEVA MIRAFLORES","579418.123632","8179241.40454","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. NUEVA MIRAFLORES","NA","NA","549","549","NA","NA"
"D-7","40730572","NUEVA ESPERANZA SANTUARIO SEÑOR DE LAGUNAS","579249.0274","8177016.0791","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","NUEVA ESPERANZA SANTUARIO SEÑOR DE LAGUNAS","NA","NA","223","223","NA","NA"
"D-7","40730573","NUESTRA SEÑORA DE LA PAZ","576179.183666","8178377.41531","Regular","I-P","Sí","Sí","No","No","Sí","Sí","No","No","No","Mañana","NUESTRA SEÑORA DE LA PAZ","NA","NA","176","176","NA","NA"
"D-7","40730625","U.E.  24 DE JUNIO","578596.9274","8178135.1791","Regular","I-P","Sí","Sí","No","No","No","No","No","No","No","Mañana","U.E.  24 DE JUNIO","NA","NA","81","81","NA","NA"
"D-7","40730571","U.E.  ESPAÑA BOLIVIA","578572.123632","8176258.64364","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","Sí","No","Sí","Mañana","U.E.  ESPAÑA BOLIVIA","NA","NA","241","241","NA","NA"
"D-7","40730525","U.E. REPUBLICA COREA DEL NORTE","575979.752055","8177200.7846","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. REPUBLICA COREA DEL NORTE","NA","NA","455","455","NA","NA"
"D-7","40730464","U.E.  LAGUNAS 2000","578609.2274","8176855.8791","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E.  LAGUNAS 2000","NA","NA","65","65","NA","NA"
"D-7","40730647","U.E. HÉROES DEL LITORAL","576128.1506","8179347.5237","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","U.E. HÉROES DEL LITORAL","NA","94","94","NA","NA"
"D-7","40730676","U.E. GREGORIO CHURATA CONDORI","581142.6274","8180955.1791","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. GREGORIO CHURATA CONDORI","NA","NA","57","57","NA","NA"
"D-7","40730687","U.E. SAN SIMON","578524.6281","8180850.5394","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","U.E. SAN SIMON","NA","NA","20","20","NA","NA"
"D-8","40730032","25 DE JULIO SENKATA A","587344.6069","8166889.1243","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Mañana","25 DE JULIO SENKATA A","NA","NA","648","648","NA","NA"
"D-8","40730534","25 DE JULIO SENKATA B","587344.6069","8166889.1243","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","25 DE JULIO SENKATA B","NA","542","NA","542","NA"
"D-8","40730033","AMERICA PANORAMICA A","587537.5395","8167285.5497","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","AMERICA PANORAMICA A","NA","400","NA","400","NA"
"D-8","40730580","AMERICA PANORAMICA B","587537.5395","8167285.5497","Regular","S","Sí","Sí","Sí","Sí","Sí","Sí","No","No","Sí","Mañana","AMERICA PANORAMICA B","NA","NA","339","339","NA","NA"
"D-8","40730530","ATIPIRIS MAÑANA","587802.8591","8165924.2688","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","ATIPIRIS MAÑANA","NA","NA","641","641","NA","NA"
"D-8","40730059","ATIPIRIS TARDE","587802.8591","8165924.2688","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","ATIPIRIS TARDE","NA","862","NA","862","NA"
"D-8","40730367","18 DE DICIEMBRE A","587857.0583","8166387.1992","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","18 DE DICIEMBRE A","NA","419","NA","419","NA"
"D-8","40730628","18 DE DICIEMBRE B","587857.0583","8166387.1992","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","18 DE DICIEMBRE B","NA","NA","370","370","NA","NA"
"D-8","40730375","VIRGEN DE COPACABANA A","587715.7635","8166981.1758","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","VIRGEN DE COPACABANA A","VIRGEN DE COPACABANA A","NA","355","NA","355","NA"
"D-8","40730686","VIRGEN DE COPACABANA B","587715.7635","8166981.1758","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","VIRGEN DE COPACABANA B","VIRGEN DE COPACABANA B","NA","266","NA","266","NA"
"D-8","40730389","COMANDANTE ERNESTO CHE GUEVARA A","588273.4179","8163839.1378","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","COMANDANTE ERNESTO CHE GUEVARA A","NA","662","NA","662","NA"
"D-8","40730555","COMANDANTE ERNESTO CHE GUEVARA B","588273.4179","8163839.1378","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","COMANDANTE ERNESTO CHE GUEVARA B","NA","NA","536","536","NA","NA"
"D-8","40730393","23 DE MARZO A","588085.3999","8162557.6124","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","Sí","No","Tarde","NA","23 DE MARZO A","NA","747","NA","747","NA"
"D-8","40730577","23 DE MARZO B","588085.3999","8162557.6124","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","Sí","No","Mañana","23 DE MARZO B","NA","NA","558","NA","558","NA"
"D-8","40730585","ECOLOGICO LOS PINOS B","588126.0221","8164930.3926","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","Sí","No","Mañana","ECOLOGICO LOS PINOS B","NA","NA","523","523","NA","NA"
"D-8","40730418","ECOLOGICO LOS PINOS A","588126.0221","8164930.3926","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","No","Tarde","NA","ECOLOGICO LOS PINOS A","NA","714","NA","714","NA"
"D-8","40730430","AVELINO SIÑANI","588127.3229","8163835.355","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","AVELINO SIÑANI","NA","NA","710","710","NA","NA"
"D-8","40730450","VENTILLA I","588029.8965","8163427.7011","Bueno","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","VENTILLA I","NA","NA","622","622","NA","NA"
"D-8","40730451","JARDINES A","588209.2083","8162372.7906","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","JARDINES A","NA","390","NA","390","NA"
"D-8","40730637","JARDINES B","588209.2083","8162372.7906","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","JARDINES B","NA","NA","316","316","NA","NA"
"D-8","40730587","BOLIVIANO ALEMAN FLORIDA B","588194.0956","8166656.0595","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","BOLIVIANO ALEMAN FLORIDA B","NA","NA","224","224","NA","NA"
"D-8","40730452","BOLIVIANO ALEMAN FLORIDA A","588194.0956","8166656.0595","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","BOLIVIANO ALEMAN FLORIDA A","NA","244","NA","244","NA"
"D-8","40730457","NUEVA ESPERANZA","588648.0613","8165347.2818","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","Sí","No","Mañana","NUEVA ESPERANZA","NA","NA","424","424","NA","NA"
"D-8","40730495","17 DE OCTUBRE","587804.2694","8165425.7352","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","Sí","No","Mañana","17 DE OCTUBRE","NA","NA","577","577","NA","NA"
"D-8","40730498","ALONZO DE MENDOZA","588164.9802","8162721","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","ALONZO DE MENDOZA","NA","NA","431","431","NA","NA"
"D-8","40730500","BOLIVIANO AMERICANO A","588028.8262","8165217.0095","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Mañana","BOLIVIANO AMERICANO A","NA","NA","460","460","NA","NA"
"D-8","40730685","BOLIVIANO AMERICANO B","588028.8262","8165217.0095","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Mañana","BOLIVIANO AMERICANO B","NA","NA","293","293","NA","NA"
"D-8","40730516","DIONICIO MORALES CHOQUE","587575.929","8163692.3302","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","DIONICIO MORALES CHOQUE","NA","NA","317","317","NA","NA"
"D-8","40730517","REPUBLICA BOLIVARIANA DE VENEZUELA","587492.487","8164340.1701","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","REPUBLICA BOLIVARIANA DE VENEZUELA","NA","NA","550","550","NA","NA"
"D-8","40730519","ARCO IRIS","588262.9329","8164380.9476","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","ARCO IRIS","NA","NA","359","359","NA","NA"
"D-8","40730536","MODELO SUR","587563.8012","8162215.3521","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","MODELO SUR","NA","NA","351","351","NA","NA"
"D-8","40730537","VIRGEN DE URKUPIÑA","588528.8315","8166422.0798","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","VIRGEN DE URKUPIÑA","NA","NA","154","154","NA","NA"
"D-8","40730554","LUIS ESPINAL NUEVO VENTILLA","588029.8965","8163427.7011","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","LUIS ESPINAL NUEVO VENTILLA","NA","NA","299","299","NA","NA"
"D-8","40730076","BOLIVIA MAR A","585837.1926","8167106.9516","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","BOLIVIA MAR A","NA","501","NA","501","NA"
"D-8","40730588","BOLIVIA MAR B","585837.1926","8167106.9516","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","BOLIVIA MAR B","NA","NA","439","439","NA","NA"
"D-8","40730078","ESPAÑA MAÑANA","586584.0304","8166285.3106","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","Sí","Mañana","ESPAÑA MAÑANA","NA","NA","850","850","NA","NA"
"D-8","40730079","ESPAÑA TARDE","586584.0304","8166285.3106","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","Sí","Tarde","NA","ESPAÑA TARDE","NA","630","NA","630","NA"
"D-8","40730390","16 DE NOVIEMBRE - A","586337.2641","8166804.1909","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","16 DE NOVIEMBRE - A","NA","NA","463","463","NA","NA"
"D-8","40730674","16 DE NOVIEMBRE - B","586337.2641","8166804.1909","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","16 DE NOVIEMBRE - B","NA","359","NA","359","NA"
"D-8","40730391","SAN ANTONIO A","586900.7494","8166823.3703","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SAN ANTONIO A","NA","NA","539","539","NA","NA"
"D-8","40730626","SAN ANTONIO B","586900.7494","8166823.3703","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","SAN ANTONIO B","NA","384","NA","384","NA"
"D-8","40730417","SEBASTIAN PAGADOR - A","586142.2033","8165538.5858","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","SEBASTIAN PAGADOR - A","NA","423","NA","423","NA"
"D-8","40730673","SEBASTIAN PAGADOR - B","586142.2033","8165538.5858","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SEBASTIAN PAGADOR - B","NA","NA","288","288","NA","NA"
"D-8","40730423","IBERDROLA A","586785.3022","8165736.6262","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","IBERDROLA A","NA","415","NA","415","NA"
"D-8","40730627","IBERDROLA B","586785.3022","8165736.6262","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","IBERDROLA B","NA","NA","335","335","NA","NA"
"D-8","40730449","REPUBLICA DE ITALIA","586862.475","8166004.7537","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","REPUBLICA DE ITALIA","NA","NA","551","551","NA","NA"
"D-8","40730462","24 DE JULIO","586004.1018","8166260.1737","Bueno","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","24 DE JULIO","NA","NA","689","689","NA","NA"
"D-8","40730086","TOPATER","585620.1883","8168879.4642","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","TOPATER","NA","NA","982","982","NA","NA"
"D-8","40730385","NUEVO AMANECER DE FE Y ALEGRIA A","583272.8635","8168405.2702","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Tarde","NA","NUEVO AMANECER DE FE Y ALEGRIA A","NA","765","NA","765","NA"
"D-8","40730615","NUEVO AMANECER DE FE Y ALEGRIA B","583272.8635","8168405.2702","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Mañana","NUEVO AMANECER DE FE Y ALEGRIA B","NA","NA","584","584","NA","NA"
"D-8","40730424","REPUBLICA DEL JAPON A","584770.0426","8169541.5544","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Tarde","NA","REPUBLICA DEL JAPON A","NA","359","NA","359","NA"
"D-8","40730638","REPUBLICA DEL JAPON B","584770.0426","8169541.5544","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","REPUBLICA DEL JAPON B","NA","NA","296","296","NA","NA"
"D-8","40730453","SAN AGUSTIN A","583712.4886","8168144.9533","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Tarde","NA","SAN AGUSTIN A","NA","520","NA","520","NA"
"D-8","40730511","SAN AGUSTIN B","583712.4886","8168144.9533","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Mañana","SAN AGUSTIN B","NA","NA","390","390","NA","NA"
"D-8","40730461","ECOLOGICO BADEN POWELL","584551.0567","8168978.1124","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Mañana","ECOLOGICO BADEN POWELL","NA","NA","452","452","NA","NA"
"D-8","40730496","VILLA IMPERIAL","584433.6315","8166638.7032","Bueno","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","VILLA IMPERIAL","VILLA IMPERIAL","NA","905","NA","905","NA"
"D-8","40730501","AKAPANA FUEZA ANDINA","584712.954","8168162.1802","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","AKAPANA FUEZA ANDINA","NA","NA","479","479","NA","NA"
"D-8","40730512","LUZ DE BELEN","583222.2718","8165551.7146","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","LUZ DE BELEN","NA","NA","346","346","NA","NA"
"D-8","40730520","24 DE SEPTIEMBRE","585484.373","8169261.9488","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","24 DE SEPTIEMBRE","NA","NA","123","123","NA","NA"
"D-8","40730533","15 DE ABRIL","584074.932565","8168037.28278","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","15 DE ABRIL","NA","NA","369","369","NA","NA"
"D-8","50730032","TUPAC AMARU","585342.05","8167901.4432","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","TUPAC AMARU","NA","NA","543","543","NA","NA"
"D-8","70620076","SIMON BOLIVAR A","584814.1561","8168857.9027","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","SIMON BOLIVAR A","NA","378","NA","378","NA"
"D-8","40730639","SIMON BOLIVAR B","584814.1561","8168857.9027","Regular","S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","SIMON BOLIVAR B","NA","NA","280","280","NA","NA"
"D-8","40730392","31 DE OCTUBRE A","586695.1946","8162552.5968","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","31 DE OCTUBRE A","NA","695","NA","695","NA"
"D-8","40730558","31 DE OCTUBRE B","586695.1946","8162552.5968","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","31 DE OCTUBRE B","NA","NA","537","537","NA","NA"
"D-8","40730556","TARAPACA JUNTHUMA B","586695.973","8163704.0811","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","TARAPACA JUNTHUMA B","NA","NA","503","503","NA","NA"
"D-8","40730410","TARAPACA JUNTHUMA A","586695.973","8163704.0811","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","TARAPACA JUNTHUMA A","NA","730","NA","730","NA"
"D-8","40730427","CRISTAL A","585274.6247","8165475.1049","Regular","I-P","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Mañana","CRISTAL A","NA","NA","714","714","NA","NA"
"D-8","40730619","CRISTAL B","585274.6247","8165475.1049","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","CRISTAL B","NA","487","NA","487","NA"
"D-8","40730436","COPACABANA I","584975.0464","8164378.5531","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","COPACABANA I","NA","NA","561","561","NA","NA"
"D-8","40730581","BOLIVIANO JAPONES B","585631.8959","8164668.4285","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","BOLIVIANO JAPONES B","NA","NA","372","372","NA","NA"
"D-8","40730439","BOLIVIANO JAPONES A","585631.8959","8164668.4285","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","BOLIVIANO JAPONES A","NA","491","NA","491","NA"
"D-8","40730440","ILLIMANI 26 DE ABRIL B","586343.6128","8163320.5383","Bueno","P","Sí","Sí","No","No","Sí","Sí","No","Sí","Sí","Tarde","NA","ILLIMANI 26 DE ABRIL B","NA","579","NA","579","NA"
"D-8","40730548","ILLIMANI 26 DE ABRIL A","586343.6128","8163320.5383","Bueno","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","ILLIMANI 26 DE ABRIL A","NA","NA","585","585","NA","NA"
"D-8","40730631","ILLIMANI 26 DE ABRIL C","586343.6128","8163320.5383","Regular","I","Sí","Sí","NA","No","Sí","Sí","No","Sí","Sí","Tarde","NA","ILLIMANI 26 DE ABRIL C","NA","174","NA","174","NA"
"D-8","40730629","TARAPACA 7 DE OCTUBRE B","586482.6846","8164203.7621","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","TARAPACA 7 DE OCTUBRE B","NA","NA","389","389","NA","NA"
"D-8","40730443","TARAPACA 7 DE OCTUBRE A","586482.6846","8164203.7621","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Tarde","NA","TARAPACA 7 DE OCTUBRE A","NA","463","NA","463","NA"
"D-8","40730473","CATOLICO MERCEDES A","583798.7562","8168752.3524","Regular","I-P","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Tarde","NA","CATOLICO MERCEDES A","NA","539","NA","539","NA"
"D-8","40730586","CATOLICO MERCEDES B","583798.7562","8168752.3524","Regular","S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","CATOLICO MERCEDES B","NA","NA","369","369","NA","NA"
"D-8","40730488","SAN SILVESTRE","586858.8401","8164610.1866","Regular","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","No","No","Mañana","SAN SILVESTRE","NA","NA","547","547","NA","NA"
"D-8","40730574","SIMON BOLIVAR SUR","586993.3211","8161787.6637","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","SIMON BOLIVAR SUR","NA","NA","442","442","NA","NA"
"D-8","40730575","5 DE AGOSTO LAS NIEVES","585790.1246","8164440.3137","Regular","I-P-S","Sí","Sí","No","Sí","Sí","Sí","No","No","No","Mañana","5 DE AGOSTO LAS NIEVES","NA","NA","261","261","NA","NA"
"D-8","40730576","VENEZUELA PLAN 3000","585366.0384","8163237.8508","Regular","I-P-S","Sí","Sí","NA","No","Sí","Sí","No","No","No","Mañana","VENEZUELA PLAN 3000","NA","NA","711","711","NA","NA"
"D-8","40730578","JARDINES DEL SUR","585907.5527","8163391.2432","Bueno","I-P-S","Sí","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Mañana","JARDINES DEL SUR","NA","NA","368","368","NA","NA"
